"","budget","release_date","sw_lang_en","sw_tagline","release_month","seasonality","countries_cnt","lang_RU","actor0_movies_cnt","actor1_movies_5y_cnt","sw_female_actor0","sw_male_actor0","actor0_prev_revenue","director_movies_cnt","genre_fantasy","genre_horror","genre_history","genre_crime","genre_mystery","genre_family","depart_Art","depart_Custom_Mkup","depart_Lighting","depart_Visual_Effects","depart_Camera_female","depart_Directing_female","depart_Production_female","depart_Writing_female"
"793",4e+07,"27/11/2002",1,1,11,31944703,1,0,6,2,"0","1","4152230",3,0,0,0,0,0,0,"2","0","0","0","0","0","0","0"
"794",2.5e+07,"17/12/2010",1,1,12,32322910,1,0,18,7,"0","1","325756637",2,0,0,0,0,0,0,"3","5","0","3","0","1","2","0"
"795",1.3e+07,"30/08/1991",1,1,8,-33273015,2,0,0,0,"0","1","NULL",0,0,1,0,0,0,0,"2","2","0","1","0","0","0","0"
"796",8,"04/08/2005",0,0,8,-33273015,1,0,0,0,"0","1","NULL",0,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"797",0,"19/04/2015",1,1,4,-28405871,1,0,0,3,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"798",0,"31/03/2009",1,1,3,-7149862,1,0,0,0,"1","0","NULL",0,0,1,0,0,1,0,"2","3","1","2","0","0","1","0"
"799",1.1e+08,"10/06/2010",1,1,6,74205073,1,0,34,10,"0","1","748806957",3,0,0,0,1,0,0,"25","8","1","12","0","0","5","0"
"800",5e+06,"30/07/2015",1,1,7,40981593,1,0,25,7,"0","1","231411584",0,0,0,0,0,1,0,"5","4","1","1","0","0","2","0"
"801",3e+06,"27/05/2016",1,1,5,21757736,5,0,16,4,"1","0","300257475",0,0,0,0,0,0,0,"2","0","0","0","0","0","0","1"
"802",7e+06,"01/08/2010",1,1,8,-33273015,2,0,14,5,"0","1","55447968",2,0,0,0,0,0,0,"1","1","0","0","0","1","4","0"
"803",1.5e+07,"08/11/1973",1,1,11,31944703,1,0,0,1,"0","1","NULL",5,0,0,0,0,0,1,"0","0","0","4","0","0","0","0"
"804",2e+07,"07/02/2003",1,1,2,-15309317,2,0,18,3,"0","1","110879513",0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"805",1.4e+07,"02/03/2012",1,1,3,-7149862,2,0,29,7,"1","0","521311860",1,0,0,0,0,0,0,"0","1","0","0","0","0","1","0"
"806",3e+06,"18/01/2001",1,0,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,1,0,"0","0","0","0","0","0","0","0"
"807",0,"23/09/2011",0,0,9,-37667937,2,0,0,0,"0","0","NULL",0,0,0,0,1,0,0,"2","1","0","2","0","0","1","0"
"808",0,"05/07/2013",1,1,7,40981593,1,0,1,1,"0","0","81010",4,0,0,1,0,0,0,"1","3","0","1","0","0","0","0"
"809",7.5e+07,"13/10/2016",1,1,10,-28659422,2,0,41,7,"0","1","527068851",18,0,0,0,0,0,0,"8","4","0","0","0","0","1","0"
"810",4.2e+07,"13/05/1999",1,1,5,21757736,2,0,14,4,"1","0","174999005",0,0,0,0,0,0,0,"1","1","0","0","0","0","1","0"
"811",0,"16/08/1985",1,1,8,-33273015,1,0,4,0,"0","1","NULL",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"812",3.3e+07,"18/09/1998",1,1,9,-37667937,1,0,11,3,"0","1","72179579",0,0,0,0,1,0,0,"2","2","0","0","0","0","1","0"
"813",1.5e+07,"20/10/2006",1,0,10,-28659422,2,0,1,7,"0","1","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"814",5e+07,"09/08/1996",1,1,8,-33273015,1,0,13,1,"0","1","152368585",11,0,0,0,0,0,0,"13","5","0","0","0","0","2","1"
"815",3.2e+07,"23/09/2005",1,1,9,-37667937,3,0,15,4,"0","1","926287400",7,0,0,0,1,0,0,"3","2","0","0","0","0","1","0"
"816",1.2e+07,"16/02/1996",1,1,2,-15309317,1,0,1,3,"0","1","26488734",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"817",1e+05,"01/08/1972",1,1,8,-33273015,1,0,0,0,"0","0","NULL",0,0,1,0,0,1,0,"1","0","0","0","0","0","0","0"
"818",0,"17/12/2015",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,1,"0","1","0","0","0","0","0","1"
"819",1e+06,"23/11/2001",1,1,11,31944703,1,0,1,6,"0","1","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"820",4e+06,"02/09/2013",1,1,9,-37667937,1,0,4,2,"0","0","14347000",3,0,1,0,0,1,0,"6","3","0","0","0","0","0","0"
"821",886000,"27/08/1936",1,1,8,-33273015,1,0,1,3,"0","1","3202000",0,0,0,0,0,0,0,"1","4","0","0","0","0","0","0"
"822",5e+07,"15/10/2004",1,1,10,-28659422,1,0,17,7,"0","1","309457509",2,0,0,0,0,0,0,"2","1","0","0","0","0","0","1"
"823",0,"07/03/1962",1,1,3,-7149862,1,0,3,0,"0","1","11000000",2,0,1,0,0,1,0,"1","1","0","0","0","0","0","0"
"824",1.1e+08,"02/04/2004",1,1,4,-28405871,1,0,2,3,"1","0","NULL",0,0,0,0,0,0,1,"22","0","0","1","0","0","1","0"
"825",2700000,"10/02/2004",1,1,2,-15309317,1,0,12,2,"0","1","235860116",7,0,0,0,0,0,0,"1","1","0","0","0","0","1","3"
"826",3860000,"08/01/2013",0,1,1,-50746591,2,0,6,1,"0","1","121059225",4,0,0,1,0,0,0,"1","0","0","0","0","0","0","0"
"827",1e+07,"10/07/2015",0,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,1,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"828",5.4e+07,"01/08/2003",1,1,8,-33273015,1,0,17,6,"0","1","94935764",4,0,0,0,0,0,0,"3","1","1","0","0","0","2","0"
"829",5e+05,"01/01/2009",1,1,1,-50746591,0,0,5,0,"0","1","114908830",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"830",6e+06,"16/12/1976",1,0,12,32322910,1,0,2,1,"0","0","33208099",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"831",1.2e+07,"19/11/2008",1,0,11,31944703,2,0,14,5,"0","1","408247917",1,0,0,0,0,0,0,"0","0","0","0","0","0","2","0"
"832",1.5e+08,"10/06/2005",1,1,6,74205073,2,0,10,5,"0","1","346079773",3,0,0,0,1,0,0,"18","11","5","9","0","0","3","0"
"833",14500000,"29/01/2003",0,1,1,-50746591,1,0,3,2,"0","1","60726164",1,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"834",3e+07,"30/06/2011",1,1,6,74205073,1,0,34,7,"0","1","527068851",1,0,0,0,0,0,0,"4","1","0","0","0","1","1","2"
"835",0,"08/03/1990",1,0,3,-7149862,2,1,13,1,"0","1","470654000",7,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"836",0,"14/05/2010",1,1,5,21757736,1,0,23,6,"1","0","886686817",2,0,0,0,0,0,0,"3","1","0","0","0","1","3","0"
"837",1.5e+08,"13/05/2015",1,1,5,21757736,2,0,11,3,"0","1","156974557",9,0,0,0,0,0,0,"14","7","2","4","0","1","5","0"
"838",0,"31/08/2006",1,1,8,-33273015,1,0,5,5,"0","1","550000000",0,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"839",4e+06,"08/04/1988",1,1,4,-28405871,1,0,1,1,"1","0","NULL",0,0,1,0,0,0,0,"2","4","0","0","0","1","2","0"
"840",10721568,"19/02/2016",0,1,2,-15309317,1,0,0,4,"NULL","NULL","NULL",0,0,0,0,0,0,0,"2","2","0","0","0","0","0","0"
"841",0,"18/08/2006",1,1,8,-33273015,1,0,7,1,"1","0","70067909",4,0,0,0,0,0,0,"3","1","0","0","0","1","6","1"
"842",0,"20/04/2000",1,1,4,-28405871,1,1,0,3,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","1","0","1"
"843",2e+07,"18/07/2013",1,1,7,40981593,1,0,4,12,"0","1","16627188",0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"844",355000,"12/02/1931",1,1,2,-15309317,1,0,0,0,"0","1","NULL",2,0,1,0,0,0,0,"1","0","0","0","0","0","0","0"
"845",5.4e+07,"24/12/1990",1,1,12,32322910,2,0,9,1,"0","1","245066411",9,0,0,0,1,0,0,"1","1","0","0","0","0","3","0"
"846",2e+07,"22/12/2016",1,1,12,32322910,1,0,34,1,"0","1","171120329",2,0,0,0,0,0,0,"13","14","4","6","0","1","1","0"
"847",2.4e+07,"14/11/1997",1,1,11,31944703,1,0,12,2,"0","1","159055768",3,0,0,0,0,0,0,"2","2","0","0","0","0","1","0"
"848",6400000,"21/06/2013",0,0,6,74205073,1,0,1,2,"0","1","6000000",1,0,0,0,0,0,0,"2","1","0","0","0","0","0","0"
"849",1,"05/02/1936",1,1,2,-15309317,1,0,3,0,"0","1","2500000",3,0,0,0,0,0,0,"4","0","0","0","0","0","0","0"
"850",6e+06,"01/09/2006",1,1,9,-37667937,3,0,22,2,"0","1","152036382",1,0,0,0,0,0,0,"4","3","0","0","0","0","5","0"
"851",1.5e+07,"26/01/1996",1,1,1,-50746591,1,0,11,4,"0","1","215394738",3,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"852",0,"04/11/2016",1,0,11,31944703,1,0,11,3,"1","0","128388320",6,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"853",0,"13/03/1986",1,1,3,-7149862,1,0,2,1,"0","1","NULL",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"854",2196531,"30/12/2005",0,0,12,32322910,1,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"855",0,"06/09/2008",1,1,9,-37667937,1,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"856",7e+06,"17/10/2003",1,1,10,-28659422,1,0,17,2,"1","0","141069860",0,0,0,0,0,0,0,"1","1","0","0","0","1","5","0"
"857",5.9e+07,"10/03/2002",1,1,3,-7149862,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,1,"3","0","1","5","0","0","1","0"
"858",9750000,"21/10/2008",1,1,10,-28659422,2,0,12,8,"0","1","207283925",0,0,0,0,0,0,0,"7","6","3","1","0","0","5","0"
"859",1.3e+07,"23/09/1988",1,1,9,-37667937,2,0,3,1,"0","1","NULL",4,0,1,0,0,0,0,"3","1","0","0","0","0","2","0"
"860",2.4e+07,"21/11/2001",1,1,11,31944703,1,0,4,0,"0","1","7993039",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"861",1.7e+07,"05/04/2013",1,1,4,-28405871,1,0,2,2,"1","0","NULL",0,0,1,0,0,0,0,"3","5","0","2","0","0","3","0"
"862",0,"13/05/2011",1,1,5,21757736,1,0,1,0,"1","0","13129846",0,0,0,0,0,0,0,"0","0","0","0","0","1","1","1"
"863",0,"12/09/2015",1,1,9,-37667937,2,0,0,0,"NULL","NULL","NULL",4,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"864",0,"12/09/2005",1,1,9,-37667937,1,0,0,0,"0","1","NULL",3,0,0,0,0,0,0,"2","1","0","0","0","0","1","0"
"865",5e+07,"08/11/2006",1,0,11,31944703,2,0,5,6,"0","1","217764291",5,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"866",151000,"24/05/1960",0,1,5,21757736,2,1,0,0,"1","0","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"867",0,"22/11/1991",1,1,11,31944703,1,0,3,0,"0","1","390493908",0,0,0,0,0,0,0,"1","1","0","0","0","0","1","0"
"868",8.8e+07,"02/06/2005",1,1,6,74205073,1,0,10,5,"0","1","313542341",12,0,0,1,0,0,0,"4","5","0","4","0","0","6","0"
"869",3.1e+07,"07/04/2006",1,1,4,-28405871,3,0,7,3,"0","1","84565230",5,0,0,0,0,0,0,"2","2","0","0","0","0","3","0"
"870",4e+06,"06/09/2007",1,1,9,-37667937,1,0,5,11,"1","0","6754898",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"871",0,"24/11/2009",0,0,11,31944703,1,0,9,1,"0","1","54744738",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"872",0,"24/08/2007",1,0,8,-33273015,1,0,5,0,"0","1","29907685",1,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"873",5e+07,"13/10/1995",1,1,10,-28659422,1,0,9,5,"1","0","505000000",3,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"874",1.5e+07,"17/01/2013",1,1,1,-50746591,2,0,10,2,"1","0","132820716",0,0,1,0,0,0,0,"1","1","0","0","0","0","1","1"
"875",3.6e+07,"02/05/1997",1,1,5,21757736,1,0,14,8,"0","1","152368585",0,0,0,0,0,0,0,"3","1","0","0","0","0","2","0"
"876",0,"22/11/1985",1,0,11,31944703,1,1,0,3,"0","1","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"877",5e+07,"30/09/2011",1,1,9,-37667937,2,0,17,3,"0","1","599045960",5,0,0,0,0,1,0,"9","13","3","9","0","0","1","0"
"878",0,"17/04/1998",1,1,4,-28405871,1,0,2,2,"0","1","3566637",0,0,0,0,0,0,0,"1","1","0","0","0","0","1","0"
"879",1.3e+07,"01/03/2013",1,1,3,-7149862,1,0,3,2,"0","1","5129058",0,0,0,0,0,0,0,"5","7","0","0","0","2","1","0"
"880",7700000,"14/02/2011",1,1,2,-15309317,3,0,15,5,"0","1","333011068",0,0,0,0,0,0,0,"4","7","2","2","0","0","2","0"
"881",2e+08,"03/03/2010",1,1,3,-7149862,1,0,2,5,"1","0","NULL",13,1,0,0,0,0,1,"1","1","1","2","0","0","3","1"
"882",5.7e+07,"10/12/2011",1,1,12,32322910,2,0,39,11,"0","1","457363168",3,1,0,0,0,0,0,"2","1","0","5","0","0","0","0"
"883",2.5e+07,"26/01/2012",1,1,1,-50746591,2,0,38,6,"0","1","748806957",4,0,0,0,0,0,0,"6","3","0","5","0","0","1","0"
"884",0,"26/12/2013",0,0,12,32322910,1,1,0,3,"0","0","NULL",0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"885",0,"19/07/1978",1,1,7,40981593,2,0,6,0,"0","1","41833347",7,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"886",0,"24/12/2012",1,0,12,32322910,1,0,0,0,"1","0","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"887",2e+07,"26/11/2008",1,1,11,31944703,1,0,19,5,"0","1","156822020",9,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"888",5e+06,"22/02/2002",1,1,2,-15309317,2,0,0,1,"1","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","1","1"
"889",0,"18/01/2002",1,1,1,-50746591,2,0,0,0,"0","1","NULL",0,0,1,0,0,0,0,"4","6","2","3","0","0","0","0"
"890",0,"24/03/1989",1,1,3,-7149862,1,0,1,3,"0","0","3790493",6,0,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"891",3.7e+07,"01/08/1986",1,1,8,-33273015,1,0,6,2,"1","0","87987055",1,1,0,0,0,0,0,"0","0","0","2","0","0","1","1"
"892",0,"17/06/2011",1,1,6,74205073,1,0,0,2,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","1","0","0"
"893",2.5e+07,"13/08/1999",1,1,8,-33273015,1,0,7,1,"1","0","17519169",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"894",5e+07,"28/09/2001",1,1,9,-37667937,2,0,16,2,"0","1","352927224",2,0,0,0,0,0,0,"14","5","5","2","1","0","2","0"
"895",0,"10/03/1978",1,1,3,-7149862,1,0,11,2,"0","1","146900000",0,0,0,1,0,0,0,"2","1","0","0","0","0","0","0"
"896",1.2e+07,"11/08/2006",1,1,8,-33273015,1,0,4,1,"0","1","33889159",0,0,0,0,1,0,0,"4","1","2","0","0","2","2","1"
"897",2e+07,"27/03/1985",1,1,3,-7149862,1,0,1,4,"0","1","NULL",2,1,0,0,0,0,0,"3","1","0","0","0","0","2","0"
"898",0,"15/09/2006",1,1,9,-37667937,2,0,24,1,"0","1","315156409",0,0,0,0,0,0,1,"7","0","0","4","0","0","1","0"
"899",1.2e+07,"14/06/2007",0,0,6,74205073,1,0,1,0,"0","1","NULL",2,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"900",2e+07,"04/04/2012",1,1,4,-28405871,1,0,5,1,"0","1","28000000",1,0,0,0,0,0,0,"1","2","0","0","0","0","1","0"
"901",0,"19/03/2014",0,0,3,-7149862,2,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"902",1.85e+08,"21/05/2008",1,1,5,21757736,1,1,29,11,"0","1","474171806",24,0,0,0,0,0,0,"0","1","0","0","0","0","1","0"
"903",0,"16/03/1984",1,1,3,-7149862,1,0,1,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"904",1e+08,"21/12/2005",1,1,12,32322910,1,0,17,2,"0","1","351583407",2,0,0,0,0,0,0,"6","8","0","0","0","0","5","0"
"905",1.6e+07,"21/07/1989",1,1,7,40981593,1,0,5,2,"1","0","356830601",3,0,0,0,0,0,0,"3","1","0","0","0","0","2","0"
"906",2.5e+08,"16/07/2012",1,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"907",3.1e+07,"20/12/1985",1,1,12,32322910,1,0,6,1,"1","0","106260000",5,0,0,0,0,0,0,"5","2","0","0","0","0","1","0"
"908",9600000,"12/09/2015",1,0,9,-37667937,2,0,0,5,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"909",0,"13/09/2012",1,1,9,-37667937,1,0,3,0,"1","0","163403799",12,0,1,0,0,0,0,"4","4","1","3","0","0","1","0"
"910",0,"05/09/2013",0,1,9,-37667937,1,0,2,0,"0","1","3923970",4,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"911",3500000,"15/06/2016",0,0,6,74205073,1,1,0,3,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"912",2.5e+07,"04/07/2013",1,1,7,40981593,3,0,26,0,"0","1","266728738",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"913",5e+07,"14/02/1997",1,1,2,-15309317,1,0,29,10,"0","1","176997168",13,0,0,0,1,0,0,"2","0","0","0","0","0","1","0"
"914",9e+06,"12/08/2016",1,1,8,-33273015,3,0,1,5,"0","1","NULL",1,0,0,1,0,0,0,"3","5","0","2","0","0","0","0"
"915",0,"25/08/2012",0,1,8,-33273015,1,0,1,0,"0","1","NULL",0,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"916",6500000,"09/04/1999",1,1,4,-28405871,1,0,2,2,"1","0","NULL",1,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"917",0,"07/01/1994",1,1,1,-50746591,1,0,4,0,"0","1","70906973",0,0,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"918",940000,"17/04/2015",0,0,4,-28405871,1,0,0,1,"NULL","NULL","NULL",4,0,0,0,0,0,1,"1","0","0","0","0","0","0","0"
"919",0,"14/08/1987",1,0,8,-33273015,1,0,2,1,"0","1","18564613",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"920",0,"13/11/1987",1,1,11,31944703,1,0,3,0,"0","1","356830601",0,0,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"921",5e+06,"12/10/1989",1,1,10,-28659422,1,0,11,1,"0","1","111584787",0,0,1,0,0,0,0,"0","0","0","1","0","0","0","0"
"922",0,"07/04/1995",1,1,4,-28405871,1,0,0,1,"0","1","NULL",0,0,0,0,0,0,1,"1","0","0","2","0","0","0","0"
"923",7e+06,"19/05/1991",1,0,5,21757736,2,0,0,2,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"924",0,"15/11/2013",0,0,11,31944703,1,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"925",5e+06,"14/03/2014",1,1,3,-7149862,2,0,19,4,"1","0","400062763",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"926",4e+07,"26/02/1999",1,1,2,-15309317,1,0,17,3,"0","1","335062621",9,0,0,0,1,1,0,"10","8","6","1","0","0","3","0"
"927",1.95e+08,"27/02/2013",1,1,2,-15309317,1,0,5,1,"0","1","129000000",5,1,0,0,0,0,1,"14","16","1","7","0","0","1","0"
"928",0,"05/07/2013",1,1,7,40981593,1,0,4,0,"0","0","709827462",0,0,0,1,0,0,0,"0","1","0","0","0","0","1","0"
"929",5e+06,"13/07/1981",1,1,7,40981593,1,0,13,1,"0","1","141195658",1,1,0,0,0,0,1,"2","1","0","0","0","0","1","0"
"930",2.8e+07,"14/03/2003",1,1,3,-7149862,2,0,1,1,"0","1","52970014",0,0,0,0,0,0,0,"8","3","0","1","0","0","2","0"
"931",143149,"21/05/2015",0,0,5,21757736,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,1,"0","0","0","0","0","1","1","0"
"932",5.7e+07,"08/10/1993",1,1,10,-28659422,1,0,24,6,"0","1","300400432",0,0,0,0,1,0,0,"17","11","5","12","0","0","2","0"
"933",1.63e+08,"29/07/2011",1,1,7,40981593,1,0,16,4,"0","1","599045960",5,0,0,0,0,0,0,"23","16","2","9","0","3","1","0"
"934",4e+07,"08/02/2017",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"935",0,"08/05/1987",1,1,5,21757736,2,0,3,7,"0","1","52287414",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"936",0,"03/07/2015",0,0,7,40981593,1,0,0,1,"NULL","NULL","NULL",1,0,0,0,1,0,1,"1","0","0","0","0","0","0","0"
"937",0,"22/03/2013",1,0,3,-7149862,2,0,4,0,"0","1","7096000",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"938",1500000,"20/10/2012",1,0,10,-28659422,1,0,26,2,"0","1","66002004",0,0,0,0,0,0,0,"1","1","0","0","0","0","1","0"
"939",558000,"26/12/1931",1,1,12,32322910,1,0,1,1,"1","0","NULL",0,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"940",8e+06,"28/04/2006",1,1,4,-28405871,1,0,1,6,"1","0","NULL",0,0,0,0,0,0,0,"3","3","0","0","0","0","2","0"
"941",1.8e+08,"28/05/2014",1,1,5,21757736,1,0,22,4,"1","0","278731369",0,1,0,0,0,0,1,"0","1","0","2","0","0","2","1"
"942",2e+06,"10/04/2014",1,1,4,-28405871,2,0,8,3,"0","1","156974557",1,0,0,0,0,0,0,"0","1","1","1","0","0","1","0"
"943",0,"06/07/2001",0,0,7,40981593,2,0,2,2,"1","0","133949270",0,1,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"944",1.6e+07,"06/06/2009",0,0,6,74205073,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"2","0","0","0","0","0","0","0"
"945",3.5e+07,"08/02/2008",1,1,2,-15309317,1,0,13,3,"0","1","253625427",2,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"946",1e+08,"08/12/2010",1,1,12,32322910,4,1,27,6,"0","1","1025491110",1,0,0,0,0,0,0,"4","2","0","0","0","0","1","0"
"947",0,"04/11/1994",1,1,11,31944703,2,0,5,0,"0","1","25754284",1,0,0,0,0,0,0,"4","1","0","0","0","0","1","0"
"948",4.4e+07,"21/05/1985",1,1,5,21757736,1,0,13,3,"0","1","270000000",0,0,0,0,0,0,0,"3","3","0","0","0","0","1","0"
"949",1.3e+07,"17/04/1986",1,1,4,-28405871,1,0,3,0,"0","1","NULL",7,0,0,0,1,0,0,"3","1","0","0","0","0","1","0"
"950",4e+07,"21/08/1992",0,0,8,-33273015,3,0,9,2,"0","1","245066411",5,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"951",25530000,"17/05/1996",1,1,5,21757736,1,0,5,0,"0","1","332000000",1,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"952",0,"26/07/1967",1,1,7,40981593,1,0,3,2,"0","1","25333333",0,0,0,0,0,0,0,"2","1","0","0","0","0","0","0"
"953",1.7e+07,"20/04/2012",1,0,4,-28405871,3,0,20,0,"0","1","41744718",22,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"954",0,"26/11/2015",1,0,11,31944703,2,0,20,7,"1","0","748806957",1,0,0,0,1,1,0,"4","1","0","0","0","0","1","0"
"955",1.3e+07,"18/05/2012",1,1,5,21757736,1,0,4,2,"0","1","391081192",4,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"956",0,"12/06/2015",1,0,6,74205073,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"957",2600000,"02/01/2004",0,1,1,-50746591,1,0,2,1,"1","0","NULL",0,0,1,0,0,1,0,"3","2","0","0","0","0","0","0"
"958",5e+07,"29/07/2011",1,1,7,40981593,1,0,13,7,"0","1","297138014",1,0,0,0,0,0,0,"4","3","0","0","0","0","2","0"
"959",0,"18/12/1987",1,1,12,32322910,1,0,5,1,"0","1","85313124",3,1,0,0,0,0,1,"3","0","0","0","0","0","2","0"
"960",0,"10/09/2015",0,0,9,-37667937,1,0,5,0,"0","1","90565421",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"961",2.5e+08,"07/07/2009",1,1,7,40981593,2,0,7,2,"0","1","876688482",1,1,0,0,0,0,1,"9","2","0","0","0","1","1","1"
"962",1.9e+07,"07/04/1995",1,1,4,-28405871,1,0,0,1,"0","1","NULL",0,0,0,0,1,0,0,"3","2","0","0","0","0","1","0"
"963",1.1e+07,"12/07/2011",0,0,7,40981593,2,0,11,0,"0","1","327803731",2,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"964",8e+05,"08/09/1966",0,1,9,-37667937,2,0,0,0,"0","1","NULL",0,0,0,1,0,0,0,"1","2","1","0","0","0","0","0"
"965",2.5e+07,"13/02/1997",1,1,2,-15309317,1,0,10,1,"0","1","137298489",0,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"966",0,"23/04/2015",1,0,4,-28405871,1,0,10,5,"1","0","214104620",1,0,0,0,0,0,0,"8","14","2","4","0","0","2","0"
"967",3e+06,"29/09/1994",1,1,9,-37667937,2,0,0,2,"1","0","NULL",0,0,0,0,0,0,0,"2","0","0","0","0","0","2","0"
"968",6e+07,"11/06/2008",1,1,6,74205073,3,0,13,6,"0","1","325756637",5,0,0,0,0,0,0,"1","0","0","0","0","0","1","0"
"969",8e+07,"03/08/2010",1,1,8,-33273015,1,0,38,7,"0","1","300400432",7,0,0,0,0,0,0,"19","15","3","4","0","1","2","0"
"970",4200000,"23/05/2014",0,0,5,21757736,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"971",1.3e+07,"18/07/2013",1,1,7,40981593,1,0,11,6,"0","1","403170142",4,0,1,0,0,0,0,"7","7","1","2","0","1","1","0"
"972",8500000,"04/04/1976",1,1,4,-28405871,1,0,4,2,"0","1","102308889",0,0,0,1,0,1,0,"2","0","0","0","0","0","0","0"
"973",1.1e+07,"21/08/2014",1,1,8,-33273015,1,0,18,2,"1","0","138259062",0,0,0,0,0,0,0,"3","4","0","1","0","0","2","1"
"974",1.7e+07,"09/07/1982",1,1,7,40981593,1,0,5,0,"0","1","90614445",0,0,0,0,0,0,0,"6","4","0","0","0","0","0","0"
